Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-01 00:00:00+00:00,0.08407840132713318,0.08410346508026123,0.0835593044757843,0.08356368541717529,0.08356368541717529,96916
2022-06-01 00:15:00+00:00,0.08350084722042084,0.08357638865709305,0.08321396261453629,0.08321593701839447,0.08321593701839447,117919
2022-06-01 00:30:00+00:00,0.08322185277938843,0.08322185277938843,0.08303695172071457,0.08313111215829849,0.08313111215829849,57152
2022-06-01 00:45:00+00:00,0.08313247561454773,0.08335356414318085,0.08311138302087784,0.08335356414318085,0.08335356414318085,50114
2022-06-01 01:00:00+00:00,0.0833887979388237,0.0833887979388237,0.08328757435083389,0.08334212005138397,0.08334212005138397,12830
2022-06-01 01:15:00+00:00,0.08334197103977203,0.08334862440824509,0.08310811221599579,0.08311040699481964,0.08311040699481964,42977
2022-06-01 01:30:00+00:00,0.08311128616333008,0.08311128616333008,0.08285865187644958,0.08285865187644958,0.08285865187644958,47850
2022-06-01 01:45:00+00:00,0.08286212384700775,0.08287104964256287,0.08283797651529312,0.08283933997154236,0.08283933997154236,4423
2022-06-01 02:00:00+00:00,0.08284635841846466,0.08284635841846466,0.08277598768472672,0.08277598768472672,0.08277598768472672,15178
2022-06-01 02:15:00+00:00,0.08277226984500885,0.08277389407157898,0.08266989886760712,0.08267199248075485,0.08267199248075485,28774
2022-06-01 02:30:00+00:00,0.08263161778450012,0.08263161778450012,0.08261825889348984,0.08261991292238235,0.08261991292238235,10849
2022-06-01 02:45:00+00:00,0.08263172954320908,0.08263172954320908,0.0825340524315834,0.0825340524315834,0.0825340524315834,17798
2022-06-01 03:00:00+00:00,0.08253530412912369,0.08253530412912369,0.08241183310747147,0.08241666853427887,0.08241666853427887,12581
2022-06-01 03:15:00+00:00,0.08238829672336578,0.08238829672336578,0.08234412223100662,0.08235444873571396,0.08235444873571396,16574
2022-06-01 03:30:00+00:00,0.0823514312505722,0.08235964179039001,0.0823514312505722,0.08235964179039001,0.08235964179039001,2450
2022-06-01 03:45:00+00:00,0.0823754221200943,0.08247329294681549,0.08237385749816895,0.08247329294681549,0.08247329294681549,22825
2022-06-01 04:00:00+00:00,0.08256139606237411,0.08315275609493256,0.08256139606237411,0.08315275609493256,0.08315275609493256,65487
2022-06-01 04:15:00+00:00,0.08315756171941757,0.08320599794387817,0.08315756171941757,0.08320599794387817,0.08320599794387817,9150
2022-06-01 04:30:00+00:00,0.08324362337589264,0.08331814408302307,0.08324362337589264,0.08331326395273209,0.08331326395273209,23461
2022-06-01 04:45:00+00:00,0.0833088755607605,0.08331746608018875,0.0833088755607605,0.08331746608018875,0.08331746608018875,407
2022-06-01 05:00:00+00:00,0.08331301808357239,0.08332257717847824,0.08330972492694855,0.08332257717847824,0.08332257717847824,139
2022-06-01 05:15:00+00:00,0.08331465721130371,0.08331465721130371,0.08312822878360748,0.08312822878360748,0.08312822878360748,35905
2022-06-01 05:30:00+00:00,0.08310078084468842,0.08310579508543015,0.08291073143482208,0.08291495591402054,0.08291495591402054,44536
2022-06-01 05:45:00+00:00,0.0829210951924324,0.08299501985311508,0.0829210951924324,0.08299138396978378,0.08299138396978378,14062
2022-06-01 06:00:00+00:00,0.08299093693494797,0.08307407796382904,0.0829901173710823,0.08306515961885452,0.08306515961885452,14929
2022-06-01 06:15:00+00:00,0.08282533288002014,0.0828278511762619,0.08263489603996277,0.08264346420764923,0.08264346420764923,81223
2022-06-01 06:30:00+00:00,0.08264055848121643,0.08276373893022537,0.08264055848121643,0.08276373893022537,0.08276373893022537,23362
2022-06-01 06:45:00+00:00,0.0827692300081253,0.08284348249435425,0.08276230841875076,0.08284348249435425,0.08284348249435425,16909
2022-06-01 07:00:00+00:00,0.08283990621566772,0.08312322944402695,0.08283548057079315,0.08312322944402695,0.08312322944402695,52972
2022-06-01 07:15:00+00:00,0.08342964947223663,0.08384818583726883,0.0834294781088829,0.08384711295366287,0.08384711295366287,139596
2022-06-01 07:30:00+00:00,0.08390851318836212,0.08398551493883133,0.08390656113624573,0.08397311717271805,0.08397311717271805,26952
2022-06-01 07:45:00+00:00,0.08398348838090897,0.08410283923149109,0.08397828787565231,0.08410283923149109,0.08410283923149109,24705
2022-06-01 08:00:00+00:00,0.08411137014627457,0.0842721089720726,0.08410319685935974,0.0842721089720726,0.0842721089720726,32440
2022-06-01 08:15:00+00:00,0.08455808460712433,0.08463279902935028,0.08455808460712433,0.08462616056203842,0.08462616056203842,71790
2022-06-01 08:30:00+00:00,0.08450154215097427,0.08501946181058884,0.08446307480335236,0.08501946181058884,0.08501946181058884,170509
2022-06-01 08:45:00+00:00,0.08527400344610214,0.0858369916677475,0.08527383953332901,0.0858369916677475,0.0858369916677475,187381
2022-06-01 09:00:00+00:00,0.0863979235291481,0.08686603605747223,0.0863979235291481,0.08660446852445602,0.08660446852445602,210654
2022-06-01 09:15:00+00:00,0.08636259287595749,0.08668845146894455,0.08572851866483688,0.08668845146894455,0.08668845146894455,362104
2022-06-01 09:30:00+00:00,0.08697722107172012,0.08795712888240814,0.08697396516799927,0.08795712888240814,0.08795712888240814,285994
2022-06-01 09:45:00+00:00,0.08807373046875,0.0884343758225441,0.08799152821302414,0.0884343758225441,0.0884343758225441,153080
2022-06-01 10:00:00+00:00,0.08838541805744171,0.08874617516994476,0.08838541805744171,0.08874617516994476,0.08874617516994476,67814
2022-06-01 10:15:00+00:00,0.08891807496547699,0.0894271582365036,0.08891592174768448,0.08917324244976044,0.08917324244976044,240316
